"variable","summary_rhat","first_half_mean","last_half_mean","within_chain_sd"
"education",1.00508056542454,3.04201550387597,3.08077519379845,1.68708183485002
"pir",0.994796598922685,2.62950133390399,2.65540322419574,1.95741743947691
"smoke",0.985253280584349,1.46213836477987,1.43559748427673,0.468629149824676
